Finnish-fi,Valence,Arousal,Dominance,English,Finnish-bf
arkeologia,0.192,-0.284,0.382,archaeology,arkeologi
arkeologinen,0.48,-0.118,0.32,archaeological,arkeologinen
arkipäivä,-0.02,-0.062,0.04,weekday,arkipäivä
arkipäiväinen,0.04,-0.326,-0.116,commonplace,arkipäiväinen
arkipäiväinen,-0.376,-0.16,-0.04,mundane,arkipäiväinen
arkisto,-0.124,-0.412,0.054,archive,arkisto
arkistointi,0.24,-0.16,0.4,filing,arkistointi
arkki,-0.208,-0.146,0.086,ark,arkki
arkki,-0.122,-0.652,-0.396,sheet,arkki
Arkkienkeli,0.674,0.0,0.416,archangel,arkkienkeli
arkkiherttua,-0.084,-0.174,0.268,archduke,arkkiherttua
arkkihiippakunta,-0.2,-0.358,0.408,archdiocese,arkkihiippakunta
arkkipiispa,0.244,-0.44,0.552,archbishop,arkkipiispa
arkkitehti,0.552,-0.116,0.672,architect,arkkitehti
arkkitehtoninen,0.458,-0.22,0.34,architectural,arkkitehtoninen
arkkitehtuuri,0.64,-0.22,0.388,architecture,arkkitehtuuri
arktinen,0.23,-0.296,0.092,arctic,arktinen
arkuus,-0.774,0.686,-0.396,soreness,arkuus
arkuus,0.898,-0.448,-0.266,tenderness,arkuus
arkuus,-0.334,-0.284,-0.694,timidity,arkuus
armahtaa,0.104,-0.174,0.084,pardon,armahtaa
armeija,-0.166,0.518,0.804,army,armeija
armelias,0.708,-0.308,0.0,merciful,armelias
armo,0.812,-0.392,-0.076,grace,armo
armo,0.438,-0.542,0.0,mercy,armo
armollinen,0.836,0.268,0.274,gracious,armollinen
armollisesti,0.896,-0.294,0.36,graciously,armollinen
armonne,0.122,-0.04,0.644,ladyship,armo
armoton,-0.876,0.76,0.268,merciless,armoton
armoton,0.0,0.58,0.75,unrelenting,armoton
aro,-0.146,-0.358,-0.242,steppe,Aro
aromaterapia,0.694,-0.56,-0.054,aromatherapy,aromaterapia
aromi,0.646,-0.53,-0.116,aroma,aromi
arpajaiset,0.542,0.462,-0.018,lottery,arpajainen
arpajaiset,0.28,0.02,-0.092,raffle,arpajainen
arpi,-0.708,0.0,-0.206,scar,arpi
arsenaali,-0.27,0.482,0.504,arsenal,arsenaali
arsenikki,-0.438,-0.056,-0.106,arsenic,arsenikki
artikla,0.188,-0.44,-0.038,article,artikla
artikulaatio,-0.042,-0.04,0.182,articulation,artikulaatio
artikuloitu,0.354,-0.076,0.236,articulate,artikuloitu
artisokka,0.166,-0.564,-0.426,artichoke,artisokka
artisti,0.688,0.024,0.13,artiste,artisti
arvaamaton,-0.458,0.006,-0.566,erratic,arvaamaton
arvaamaton,-0.142,0.538,0.03,unpredictable,arvaamaton
arvaamaton,-0.756,0.11,-0.418,untoward,arvaamaton
arvailu,-0.166,-0.098,-0.19,guesswork,arvailu
arvaus,0.28,-0.074,-0.116,guess,arvaus
arvella,0.286,-0.16,-0.056,reckon,arvella
arvio,0.48,-0.04,0.178,estimation,arvio
arvioida,0.354,-0.02,0.392,appraise,arvioida
arvioida,0.396,0.0,0.246,assess,arvioida
arvioida,0.438,-0.062,0.034,estimate,arvioida
arvioida,0.326,0.28,0.298,evaluate,arvioida
arvioida,-0.124,0.292,0.036,gauge,arvioida
arvioija,0.102,0.076,0.528,assessor,arvioija
arviointi,-0.166,0.334,0.364,appraisal,arviointi
arviointi,0.5,0.246,0.316,assessment,arviointi
arviointi,0.084,0.334,0.528,evaluation,arviointi
arvo,0.062,-0.24,0.372,rank,arpoa
arvo,0.75,0.164,0.604,value,arpoa
arvoesineet,0.58,0.25,0.518,valuables,arvoesine
arvoinen,0.744,0.02,0.778,worth,arvoinen
arvoituksellinen,-0.408,0.032,-0.052,cryptic,arvoituksellinen
arvoituksellinen,-0.062,0.178,0.358,enigmatic,arvoituksellinen
arvoitus,-0.292,0.048,-0.184,conundrum,arvoitus
arvoitus,0.026,0.4,0.0,enigma,arvoitus
arvoitus,0.042,0.166,0.086,riddle,arvoitus
arvokas,0.532,-0.038,0.27,dignified,arvokas
arvokas,0.66,0.456,0.83,stately,arvokas
arvokas,0.798,0.094,0.596,valuable,arvokas
arvokas,0.624,-0.32,0.592,worthy,arvokas
arvokkuus,0.604,-0.346,-0.076,decorum,arvokkuus
arvokkuus,0.688,-0.218,0.746,dignity,arvokkuus
arvomerkki,0.33,-0.436,0.37,insignia,arvomerkki
arvonalennus,-0.714,0.142,-0.228,depreciation,arvonalennus
arvosana,0.396,-0.28,0.2,grade,arvosana
arvostaa,0.77,-0.156,0.482,appreciate,arvostaa
arvostaa,0.53,0.0,0.312,appreciates,arvostaa
arvostava,0.714,-0.24,0.308,appreciative,arvostava
arvostelija,0.124,-0.312,0.0,reviewer,arvostelija
arvostella,-0.562,0.306,-0.166,censure,arvostella
arvostella,-0.854,0.4,-0.096,criticise,arvostella
arvostella,-0.714,0.416,-0.054,criticize,arvostella
arvosteltu,-0.52,0.2,-0.378,criticized,arvosteltu
arvostelu,0.334,-0.184,0.272,review,arvostelu
arvostelukyky,-0.184,-0.058,0.388,discernment,arvostelukyky
arvostelukykyinen,0.084,0.168,0.56,discerning,arvostelukykyinen
arvostettu,0.82,-0.132,0.558,appreciated,arvostettu
arvostettu,0.388,-0.164,0.062,esteemed,arvostettu
arvostettu,0.812,0.06,0.428,prized,arvostettu
arvostettu,0.816,-0.118,0.706,respected,arvostettu
arvostus,0.834,0.058,0.176,appreciation,arvostus
arvostus,0.604,-0.328,0.618,regard,arvostus
arvostus,0.23,-0.04,0.59,valuation,arvostus
arvoton,-0.834,-0.16,-0.694,worthless,arvoton
arvovalta,0.836,0.188,0.814,prestige,arvovalta
arvovaltainen,0.272,0.04,0.78,authoritative,arvovaltainen
arvovaltainen,0.958,0.288,0.85,prestigious,arvovaltainen
asbesti,-0.286,-0.038,-0.072,asbestos,asbesti
ase,-0.706,0.84,0.426,gun,ase
ase,-0.892,0.68,0.662,weapon,ase
aseet,-0.072,-0.21,-0.034,arms,ase
aseeton,-0.146,-0.16,-0.518,unarmed,aseeton
aseistettu,-0.624,0.5,0.616,armed,aseistettu
aseistus,-0.604,0.528,0.62,armament,aseistus
aseistus,-0.616,0.678,0.66,armaments,aseistus
aseistus,-0.562,0.68,0.74,weaponry,aseistus
aselepo,0.376,-0.118,-0.094,truce,aselepo
asema,0.376,-0.266,0.038,station,asema
asemoida,-0.184,0.058,0.018,reposition,asemoida
asenne,0.52,0.288,0.722,attitude,asenne
asenne,0.53,-0.098,0.278,sentiment,asenne
asenne,0.208,-0.334,0.218,stance,asenne
asennus,0.224,-0.118,0.276,fitting,asennus
asennus,0.312,-0.062,0.518,installation,asennus
Asentaa,0.26,0.166,0.472,install,asentaa
asentaa,0.0,-0.416,-0.304,mount,asentaa
asento,0.208,-0.098,0.076,position,asento
asettaa,0.042,-0.328,-0.018,lay,asettaa
asettaja,0.082,-0.09,-0.054,setter,asettaja
asettua,0.666,0.04,0.544,settle,asettua
asetus,0.104,-0.044,0.492,decree,asetus
asetyleeni,-0.388,-0.062,0.018,acetylene,asetyleeni
asevarasto,-0.104,0.326,0.6,armory,asevarasto
asevelvollisuus,-0.208,0.55,0.284,conscription,asevelvollisuus
asfaltti,-0.042,-0.472,-0.122,asphalt,asfaltti
asfaltti,-0.286,-0.396,-0.204,tarmac,asfaltti
asia,0.04,-0.082,0.314,affair,asia
asia,-0.23,0.038,-0.036,errand,asia
asia,-0.026,-0.294,0.124,matter,asia
asia,-0.102,-0.556,-0.48,thing,asia
asiaankuuluva,0.16,-0.334,0.446,pertinent,asiaankuuluva
asiakas,0.166,-0.1,0.236,client,asiakas
asiakas,0.124,-0.14,0.346,customer,asiakas
asiakaskunta,0.25,0.154,0.016,clientele,asiakaskunta
asiakassuhde,0.166,-0.02,0.166,patronage,asiakassuhde
asiakirja,0.188,-0.52,0.334,document,asiakirja
asiakirjat,-0.286,-0.24,0.088,dossier,asiakirja
asianajaja,0.2,0.188,0.508,attorney,asianajaja
asianajaja,-0.062,0.14,0.584,barrister,asianajaja
asianajaja,-0.142,0.26,0.464,litigator,asianajaja
asianajaja,0.2,-0.042,0.604,solicitor,asianajaja
asianajo,0.0,0.292,0.462,advocacy,asianajo
asianmukainen,0.592,-0.376,0.514,proper,asianmukainen
asianosainen,-0.562,0.154,0.392,litigant,asianosainen
asiantuntemus,0.584,0.178,0.85,expertise,asiantuntemus
asiantunteva,0.73,-0.09,0.942,knowledgeable,asiantunteva
asiantuntija,0.552,0.292,0.822,expert,asiantuntija
asiantuntija,0.52,0.124,0.754,specialist,asiantuntija
askeettinen,-0.124,-0.25,-0.056,ascetic,askeettinen
askel,0.062,-0.358,-0.306,step,askel
askelma,0.02,-0.29,-0.264,rung,askelma
askelma,0.02,0.04,-0.148,tread,askelma
askelmat,0.5,-0.282,0.382,stile,askelma
askelmittari,-0.062,0.122,-0.19,pedometer,askelmittari
aspartaami,-0.062,-0.04,-0.356,aspartame,aspartaami
aspiriini,-0.042,-0.458,-0.156,aspirin,aspiriini
aspiskyy,-0.124,-0.022,-0.25,asp,
assimilaatio,-0.142,-0.244,-0.074,assimilation,assimilaatio
aste,0.448,-0.27,0.326,degree,aste
asteikko,-0.38,-0.3,0.154,scale,asteikko
asteittainen,0.142,-0.3,0.018,gradual,asteittainen
astella,0.16,-0.04,-0.072,strut,astella
asteroidi,-0.14,0.442,0.246,asteroid,asteroidi
astia,-0.156,-0.392,-0.346,bin,astia
astia,0.0,-0.098,-0.148,receptacle,astia
astianpesukone,-0.04,-0.408,-0.352,dishwasher,astianpesukone
astioidenkerääjä,0.02,-0.094,-0.118,busboy,astioidenkerääjä
astma,-0.604,0.098,-0.546,asthma,astma
astmaatikko,-0.542,0.412,-0.412,asthmatic,astmaatikko
astraaliruumis,0.208,-0.166,0.134,astral,astraaliruumis
astrologi,0.188,0.038,0.346,astrologer,astrologi
astrologia,0.27,-0.32,0.0,astrology,astrologi
astronautti,0.584,0.202,0.522,astronaut,astronautti
asu,0.52,-0.02,0.132,outfit,asua
asua,0.27,-0.292,0.41,abide,asua
asua,0.396,-0.51,0.222,dwell,asua
asua,0.312,-0.244,0.112,inhabit,asua
asua,-0.098,-0.12,-0.09,reside,asua
asuinpaikka,0.562,-0.538,0.076,habitation,asuinpaikka
asuinpaikka,0.23,-0.236,0.17,residence,asuinpaikka
asukas,0.23,-0.392,0.0,dweller,Asukas
asukas,0.208,-0.288,0.038,inhabitant,Asukas
asukas,0.0,-0.166,-0.034,occupant,Asukas
asukas,0.184,-0.346,0.0,resident,Asukas
asukki,-0.04,-0.104,-0.392,lodger,asukki
asumaton,-0.398,-0.54,-0.558,uninhabited,asumaton
asunnonomistaja,0.27,-0.206,0.924,homeowner,asunnonomistaja
asunnonvaltaaja,-0.22,-0.278,0.13,squatter,asunnonvaltaaja
asunnoton,-0.916,-0.1,-0.624,homeless,asunnoton
asunto,0.24,-0.396,0.0,abode,asunto
asunto,0.53,-0.34,-0.038,dwelling,asunto
asuntoauto,0.146,0.058,-0.036,camper,asuntoauto
asuntolaiva,0.208,-0.222,-0.142,houseboat,asuntolaiva
asuntovaunu,0.27,0.118,-0.09,caravan,asuntovaunu
asuttu,0.334,-0.278,0.02,inhabited,asuttu
asymptoottinen,-0.042,-0.098,-0.056,asymptotic,asymptoottinen
ateismi,-0.448,-0.08,-0.038,atheism,ateismi
ateisti,-0.55,-0.106,-0.246,atheist,ateisti
ateistinen,-0.254,-0.038,-0.068,atheistic,ateistinen
ateljee,-0.02,-0.34,0.41,atelier,ateljee
ateria,0.666,-0.078,-0.054,meal,ateria
ateroskleroosi,-0.5,-0.04,-0.314,atherosclerosis,
atolli,-0.04,-0.184,-0.056,atoll,atolli
atomi,0.02,0.0,-0.134,atom,atomi
atrium,-0.062,-0.27,-0.054,atrium,atrium
auditiivinen,0.062,-0.038,0.14,auditory,auditiivinen
auditorio,0.058,-0.02,0.076,auditorium,auditorio
aukio,0.38,-0.308,0.058,plaza,aukio
aukko,0.224,-0.1,0.334,aperture,aukko
aukko,-0.208,-0.098,-0.286,gap,aukko
aukko,0.334,0.02,0.24,opening,aukko
aukko,-0.104,-0.29,-0.114,orifice,aukko
aukko,-0.062,-0.326,-0.326,slot,aukko
aukko,-0.042,0.038,0.058,vent,aukko
auktoriteetti,0.184,0.184,0.868,authority,auktoriteetti
aula,0.25,-0.146,-0.056,lobby,aula
aula,0.184,-0.51,-0.068,lounge,aula
aura,0.52,-0.334,0.0,aura,Aura
aura,0.354,-0.146,-0.084,plough,Aura
aura,0.062,0.12,-0.088,plow,Aura
aurattu,-0.124,-0.16,-0.138,ploughed,aurattu
aurattu,0.104,-0.02,-0.29,plowed,aurattu
auringonhattu,0.184,-0.164,-0.092,echinacea,auringonhattu
auringonkukka,0.756,-0.538,-0.46,sunflower,auringonkukka
auringonlasku,0.624,-0.448,-0.11,sundown,auringonlasku
auringonlasku,0.75,-0.538,-0.404,sunset,auringonlasku
auringonnousu,0.646,-0.306,0.28,sunrise,auringonnousu
auringonnousu,0.52,-0.392,0.24,sunup,auringonnousu
auringonpaiste,0.77,-0.406,0.538,sunshine,auringonpaiste
auringonpolttama,-0.878,0.51,-0.106,sunburn,auringonpolttama
auringonsäde,0.458,-0.12,0.01,sunbeam,auringonsäde
auringonvalo,0.812,-0.186,0.278,sunlight,auringonvalo
auringoton,-0.51,-0.44,-0.454,sunless,auringoton
aurinko,0.754,-0.2,0.362,sun,Aurinko
aurinkoinen,0.48,-0.304,-0.038,sunny,aurinkoinen
aurinkokello,0.286,-0.55,-0.188,sundial,aurinkokello
aurinkolasit,-0.02,-0.4,-0.24,shades,aurinkolasi
aurinkolasit,0.688,-0.114,-0.272,sunglasses,aurinkolasi
aurinkovoide,0.312,-0.226,-0.076,sunscreen,aurinkovoide
autenttinen,0.77,0.02,0.564,authentic,autenttinen
autio,-0.688,-0.04,-0.572,deserted,autio
autio,-0.792,-0.36,-0.544,desolate,autio
autismi,-0.53,0.0,-0.106,autism,autismi
autistinen,-0.266,-0.326,-0.192,autistic,autistinen
auto,0.142,0.138,0.0,auto,auto
auto,0.506,0.25,0.068,automobile,auto
auto,0.552,0.08,0.0,car,auto
autoilija,0.124,0.326,0.156,motorist,autoilija
autokuormallinen,-0.04,-0.1,0.068,truckload,autokuormallinen
automaatti,0.166,-0.216,-0.06,dispenser,automaatti
Automaattinen,0.124,-0.134,0.328,automatic,automaattinen
automatisoitu,0.156,-0.196,0.264,automated,automatisoitu
autonkuljettaja,0.0,-0.294,-0.058,chauffeur,autonkuljettaja
autonomia,0.562,-0.302,0.782,autonomy,autonoma
autonromu,-0.23,-0.176,-0.158,crock,autonromu
autonrämä,-0.208,-0.128,-0.326,jalopy,autonrämä
autopilotti,0.188,-0.076,0.264,autopilot,autopilotti
autosaattue,0.416,0.46,0.186,motorcade,autosaattue
autotalli,0.062,-0.434,-0.09,garage,autotalli
auttaa,0.346,-0.058,-0.08,help,auttaa
auttaja,0.408,-0.124,0.134,helper,auttaja
autuas,0.77,0.278,0.352,blissful,autuas
autuus,0.632,0.0,0.564,bliss,autuus
avaaja,0.168,0.052,-0.246,opener,avaaja
avaamaton,0.084,-0.32,-0.47,unopened,avaamaton
avaimenreikä,-0.124,-0.284,-0.288,keyhole,avaimenreikä
avain,0.23,-0.45,0.038,key,avain
avainsana,0.204,0.04,0.494,keyword,avainsana
avanne,-0.376,-0.038,-0.34,fistula,avata
avarakatseisuus,0.75,-0.588,0.298,tolerance,avarakatseisuus
avaruudellinen,0.208,0.25,0.29,spatial,avaruudellinen
avaruusalus,0.292,0.396,0.36,spacecraft,avaruusalus
avaruusalus,0.286,0.562,0.328,spaceship,avaruusalus
avaruusolento,-0.18,0.23,-0.018,alien,avaruusolento
avaruusolento,0.02,0.666,0.584,extraterrestrial,avaruusolento
avaruusolento,0.376,0.154,0.696,spaceman,avaruusolento
avata,0.24,-0.04,0.138,open,avata
avata,0.164,-0.116,0.184,unlock,avata
avatar,0.266,-0.18,0.134,avatar,
avautua,0.224,0.02,0.04,unfold,avautua
avioero,-0.916,0.4,-0.23,divorce,avioero
avioitua,0.792,0.53,0.346,marry,avioitua
avioliitto,0.688,0.368,0.5,marriage,avioliitto
avioliitto,0.7,0.274,0.686,matrimony,avioliitto
avioliitto,0.494,0.308,0.49,wedlock,avioliitto
aviollinen,0.396,0.02,0.376,conjugal,aviollinen
aviollinen,0.52,0.058,0.0,marital,aviollinen
aviollinen,0.312,0.164,0.264,spousal,aviollinen
aviollinen,0.542,-0.174,0.036,wedded,aviollinen
aviomies,0.542,0.0,0.31,husband,aviomies
avionrikkoja,-0.542,0.628,-0.186,adulterer,avionrikko
aviorikos,-0.76,0.844,0.02,adultery,aviorikos
avoauto,0.334,0.05,-0.056,cabriolet,avoauto
avoauto,0.084,0.058,0.434,convertible,avoauto
avoauto,0.062,0.244,-0.054,roadster,avoauto
avohoitopotilas,-0.48,-0.2,-0.21,outpatient,avohoitopotilas
avoimesti,0.206,-0.224,0.106,openly,avoin
avoimuus,0.674,0.122,0.334,openness,avoimuus
avoin,-0.058,0.322,0.018,exposed,avoin
avoin,0.416,-0.348,0.214,overt,avoin
avojaloin,-0.11,-0.254,-0.518,barefoot,avojalo
avokado,0.354,-0.49,-0.426,avocado,avokado
avoliitto,0.292,0.052,0.196,cohabitation,avoliitto
avustaa,0.666,-0.13,0.258,assist,avustaa
avustaja,0.448,-0.316,-0.132,aide,avustaja
avustaja,0.25,-0.22,0.072,assistant,avustaja
avustaja,0.688,0.02,0.52,contributor,avustaja
avustaminen,0.286,0.066,0.138,aiding,avustaa
avustava,0.268,-0.02,0.528,supporting,avustava
avustavia,-0.102,-0.116,-0.444,ancillary,avustava
avustus,0.346,-0.236,0.182,allowance,avustus
avuton,-0.792,-0.16,-0.572,helpless,avuton
avuttomuus,-0.826,-0.04,-0.5,helplessness,avuttomuus
baari,0.0,0.062,-0.038,bar,baari
baari,0.372,0.238,-0.06,barroom,baari
baarimikko,0.188,0.22,-0.2,barman,baarimikko
baarimikko,0.146,0.396,0.17,bartender,baarimikko
backgammon,0.16,-0.18,-0.22,backgammon,backgammon
Bagman,0.012,0.0,-0.212,bagman,
bakteeri,-0.612,0.09,-0.31,bacterium,bakteeri
baletti,0.312,-0.04,-0.284,ballet,baletti
balettihame,0.166,-0.448,-0.534,tutu,balettihame
balladi,0.584,-0.432,-0.152,ballad,balladi
ballerina,0.604,0.32,-0.05,ballerina,ballerina
ballistiikka,-0.458,0.574,0.22,ballistics,ballistiikka
ballistinen,-0.48,0.612,0.37,ballistic,ballistinen
balsami,0.326,-0.5,-0.23,balsam,balsami
bambu,0.292,-0.556,-0.288,bamboo,bambu
banaani,0.224,-0.54,-0.518,banana,banaani
bandana,0.124,-0.448,-0.446,bandanna,
bandiitti,-0.812,0.592,0.134,bandit,bandiitti
banjo,-0.062,-0.2,-0.26,banjo,banjo
banketti,0.53,0.142,0.2,banquet,banketti
barbaari,-0.354,0.792,0.426,barbarian,barbaari
barbaria,-0.62,0.63,0.228,barbarism,barbaria
barbie-nukke,0.458,-0.26,-0.34,barbie doll,
bardi,-0.06,-0.18,-0.122,bard,bardi
baritoni,0.184,0.058,0.0,baritone,baritoni
barium,-0.188,-0.294,-0.246,barium,barium
barokki,-0.02,-0.286,-0.164,baroque,barokki
barometri,-0.224,-0.454,0.09,barometer,barometri
barrakuda,-0.334,0.426,0.02,barracuda,barrakuda
barrikadi,-0.354,0.334,0.346,barricade,barrikadi
basaari,0.208,-0.32,0.0,bazaar,basaari
baseball,0.32,0.52,0.126,baseball,baseball
baseball-kenttä,0.448,0.388,0.058,ballpark,baseball-kenttä
basilika,0.068,-0.452,-0.382,basil,basilika
basilika,0.224,-0.396,0.278,basilica,basilika
baskeri,0.084,-0.52,-0.346,beret,baskeri
basso,-0.146,-0.588,-0.464,bass,basso
bassokitara,0.476,-0.26,-0.412,bass guitar,bassokitara
bassoääni,-0.166,-0.16,-0.122,basso,bassoääni
beagle,0.298,-0.06,-0.21,beagle,beagle
beatnikki,-0.142,0.02,-0.236,beatnik,
Bebop,-0.036,-0.02,-0.284,bebop,bebop
beeta,0.42,-0.26,-0.122,beta,beeta
beige,-0.02,-0.556,-0.552,beige,beige
benji,0.274,0.09,-0.346,bungee,
bensiini,-0.166,0.124,0.038,gasoline,bensiini
bensiini,-0.164,0.038,0.154,petrol,bensiini
bentseeni,-0.122,-0.082,-0.194,benzene,bentseeni
Berliini,0.184,-0.154,0.142,berlin,Berliini
beryllium,-0.166,-0.176,-0.15,beryllium,beryllium
Bestseller,0.542,0.286,0.4,bestseller,bestseller
betoni,0.266,-0.16,0.094,concrete,betoni
bibliografia,0.244,-0.592,0.056,bibliography,bibliografi
biisoni,0.146,-0.134,0.114,bison,biisoni
bikarbonaatti,-0.042,-0.326,-0.124,bicarbonate,bikarbonaatti
bikinit,0.46,0.278,-0.294,bikini,bikini
biljardi,0.286,0.118,-0.226,billiards,biljardi
biljoona,0.184,-0.16,0.246,trillion,biljoona
bimbo,-0.208,-0.26,-0.4,bimbo,
bingo,0.47,0.334,-0.142,bingo,bingo
binokulaarinen,0.062,-0.312,-0.148,binocular,
binomi,0.2,-0.188,-0.148,binomial,binomi
bio,0.224,-0.55,-0.02,bio,
biokemia,0.104,0.062,0.192,biochemistry,biokemia
biokemiallinen,-0.266,-0.038,0.236,biochemical,biokemiallinen
biokemisti,-0.058,-0.102,0.434,biochemist,biokemisti
biologi,0.25,-0.094,0.386,biologist,biologi
biologia,-0.042,-0.452,0.092,biology,biologi
biologinen,0.18,-0.18,0.23,biological,biologinen
bioninen,0.142,0.14,0.576,bionic,
biopsia,-0.354,0.314,-0.038,biopsy,biopsia
biosfääri,0.368,-0.298,0.158,biosphere,biosfääri
bipolaarinen,-0.584,0.37,-0.148,bipolar,bipolaarinen
biseksuaali,-0.124,0.53,-0.082,bisexual,biseksuaali
Bistro,0.188,-0.056,-0.208,bistro,bistro
bitti,-0.146,-0.38,-0.55,bit,bitti
bitumi,-0.25,-0.53,-0.386,bitumen,bitumi
blackjack,-0.162,0.358,-0.096,blackjack,
bleiseri,0.27,-0.23,-0.166,blazer,bleiseri
blogi,0.278,-0.22,-0.136,blog,blogi
blues,-0.062,-0.56,-0.426,blues,blues
bluffi,-0.164,-0.428,-0.246,bluff,bluffi
boa,-0.49,0.138,0.084,boa,boa
boheemi,0.244,0.0,-0.186,bohemian,boheemi
boikotoida,-0.776,0.38,0.01,boycott,boikotoida
bonsai,0.428,-0.53,-0.25,bonsai,bonsai
bonus,0.714,0.24,0.364,bonus,bonus
boogie,0.18,0.086,-0.2,boogie,
booli,-0.542,0.574,0.216,punch,booli
boori,-0.118,-0.26,-0.25,boron,boori
bordelli,-0.49,0.772,-0.164,brothel,bordelli
Boston,0.286,-0.24,0.16,boston,Boston
botulismi,-0.416,0.15,-0.228,botulism,
bourbon,0.204,-0.02,0.034,bourbon,
boysenmarja,0.292,-0.182,-0.05,boysenberry,boysenmarja
braatvursti,0.02,-0.02,-0.072,bratwurst,braatvursti
brandy,0.2,0.18,-0.026,brandy,brandy
britti,-0.062,-0.306,-0.17,limey,britti
brokadi,0.0,-0.346,-0.072,brocade,brokadi
brunssi,-0.188,-0.274,-0.314,brunch,brunssi
brändi,0.124,-0.432,0.094,brand,brändi
Buddha,0.38,-0.604,0.208,buddha,Buddha
buddhalainen,0.14,-0.636,-0.038,buddhist,buddhalainen
buddhalaisuus,0.02,-0.77,0.346,buddhism,buddhalaisuus
buliiminen,-0.816,0.14,-0.254,bulimic,
bulldoggi,-0.012,0.3,0.06,bulldog,bulldoggi
bumerangi,0.062,0.25,0.0,boomerang,bumerangi
bungalow,0.124,-0.296,-0.188,bungalow,bungalow
bunkkeri,-0.25,0.346,0.546,bunker,bunkkeri
burleski,-0.346,0.23,-0.314,burlesque,burleski
burnout,-0.562,-0.11,-0.52,burnout,burnout
burrito,0.376,-0.412,-0.668,burrito,burrito
bussi,-0.186,-0.178,-0.2,bus,bussi
bussilastillinen,0.122,-0.038,-0.016,busload,bussilastillinen
butaani,-0.116,-0.034,-0.24,butane,butaani
byrokraatti,-0.584,0.038,0.196,bureaucrat,byrokraatti
byrokraattinen,-0.44,0.26,0.146,bureaucratic,byrokraattinen
byrokratia,-0.24,0.156,0.48,bureaucracy,byrokratia
bysanttilainen,0.092,-0.114,-0.016,byzantine,bysanttilainen
bändi,0.296,0.104,0.05,band,bändi
caddie,0.042,-0.13,-0.482,caddie,
caddie,0.16,-0.06,-0.24,caddy,
cappuccino,0.584,-0.442,-0.232,cappuccino,cappuccino
catwalk,0.396,-0.128,-0.072,catwalk,
cayennepippuri,0.23,-0.388,-0.29,cayenne,cayennepippuri
cembalo,0.082,-0.02,-0.124,harpsichord,cembalo
chardonnay,0.354,0.134,-0.016,chardonnay,
cheerleader,0.846,0.492,0.314,cheerleader,cheerleader
cheerleading,0.396,0.538,-0.192,cheerleading,cheerleading
chili,0.184,0.132,-0.134,chili,chili
chinchilla,-0.04,-0.1,-0.428,chinchilla,chinchilla
chutney,-0.082,-0.26,-0.2,chutney,
citymaasturi,0.104,-0.138,-0.108,suv,citymaasturi
clarino,0.0,-0.114,-0.156,clarion,
cocktail,0.48,-0.04,-0.238,cocktail,cocktail
college,0.4,-0.066,0.492,college,college
collegepaita,0.02,-0.264,-0.294,sweatshirt,collegepaita
come-back,0.16,-0.182,0.11,comeback,come-back
coupe,-0.042,-0.08,-0.036,coupe,
cowboy,-0.104,-0.062,-0.042,buckaroo,cowboy
crescendo,0.52,0.15,0.188,crescendo,
croissant,0.49,-0.34,-0.14,croissant,croissant
curling,0.166,0.184,-0.2,curling,curling
curry,0.266,-0.31,-0.396,curry,curry
Daiquiri,0.34,0.038,-0.2,daiquiri,
dakota,0.02,-0.166,-0.152,dak,Dakota
data,0.0,-0.5,-0.148,data,data
deaktivoida,-0.53,-0.106,-0.216,deactivate,deaktivoida
debytantti,0.542,0.254,-0.092,debutante,debytantti
debyytti,0.612,0.212,0.258,debut,debyytti
defaitisti,-0.674,0.134,-0.37,defeatist,
defibrillaattori,-0.204,0.326,-0.138,defibrillator,
deflaatio,-0.426,0.072,-0.186,deflation,deflaatio
degeneroitunut,-0.862,0.448,-0.472,degenerate,degeneroitunut
dekaani,0.224,-0.062,0.446,dean,dekaani
dekadentti,-0.42,0.118,-0.352,decadent,dekadentti
dekooderi,0.124,-0.32,0.372,decoder,
delegoida,0.224,-0.018,0.316,delegate,delegoida
delfiini,0.552,-0.3,-0.172,dolphin,delfiini
delta,0.102,-0.314,0.018,delta,delta
dementia,-0.816,0.558,-0.326,dementia,dementia
demografinen,-0.082,-0.288,0.188,demographic,demografinen
demokraatti,0.164,-0.2,0.51,democrat,demokraatti
demokraattinen,0.604,0.038,0.596,democratic,demokraattinen
demokratia,0.36,0.0,0.68,democracy,demokratia
demoni,-0.334,-0.02,0.0,daemon,demo
demoni,-0.926,0.816,0.018,demon,demo
demoninen,-0.708,0.75,0.2,demonic,demoninen
denimi,0.04,-0.236,-0.346,denim,
deodorantti,-0.04,-0.47,-0.462,deodorant,deodorantti
depressiivinen,-0.714,-0.132,-0.596,depressive,depressiivinen
design,0.592,-0.346,0.264,design,design
desimaaliluku,0.014,-0.482,-0.39,decimal,desimaaliluku
desimetri,0.04,-0.416,-0.246,decimeter,desimetri
desinfioida,-0.104,-0.224,0.296,disinfect,desinfioida
desinfiointi,0.034,0.112,-0.054,disinfection,desinfiointi
desinfiointi,-0.346,0.254,0.208,fumigation,desinfiointi
desinfiointiaine,0.062,-0.142,-0.08,disinfectant,desinfiointiaine
desperado,-0.48,0.49,-0.278,desperado,
devalvoitu,-0.358,-0.076,-0.576,devalued,devalvoitu
