Finnish-fi,Valence,Arousal,Dominance,English-en
asema,0.376,-0.266,0.038,station
asemoida,-0.184,0.058,0.018,reposition
asenne,0.52,0.288,0.722,attitude
asennoituminen,0.208,-0.334,0.218,stance
asennus,0.312,-0.062,0.518,installation
asentaa,0.26,0.166,0.472,install
asento,0.208,-0.098,0.076,position
asetella,0.096,0.076,0.118,dispose
asettaa,0.042,-0.328,-0.018,lay
asettaja,0.082,-0.09,-0.054,setter
asettua,0.666,0.04,0.544,settle
asetus,0.104,-0.044,0.492,decree
asetyleeni,-0.388,-0.062,0.018,acetylene
asevarasto,-0.104,0.326,0.6,armory
aseveli,0.562,-0.176,0.608,comrade
asevelvollisuus,-0.208,0.55,0.284,conscription
asfaltti,-0.042,-0.472,-0.122,asphalt
asia,-0.026,-0.294,0.124,matter
asiaankuulumaton,-0.724,-0.378,-0.408,irrelevant
asiaankuuluva,0.16,-0.334,0.446,pertinent
asiakas,0.124,-0.14,0.346,customer
asiakaskunta,0.25,0.154,0.016,clientele
asiakassuhde,0.166,-0.02,0.166,patronage
asiakirja,0.188,-0.52,0.334,document
asiakirjat,-0.286,-0.24,0.088,dossier
asianajaja,-0.142,0.26,0.464,litigator
asianajo,0.0,0.292,0.462,advocacy
asianmukainen,0.592,-0.376,0.514,proper
asianomistaja,-0.27,0.612,0.422,plaintiff
asianosainen,-0.562,0.154,0.392,litigant
asiantuntemus,0.584,0.178,0.85,expertise
asiantunteva,0.73,-0.09,0.942,knowledgeable
asiantuntija,0.552,0.292,0.822,expert
asiaton,-0.562,-0.284,-0.62,unnecessary
askeettinen,-0.124,-0.25,-0.056,ascetic
askel,0.062,-0.358,-0.306,step
askelma,0.02,-0.29,-0.264,rung
askelmat,0.5,-0.282,0.382,stile
askelmittari,-0.062,0.122,-0.19,pedometer
aspartaami,-0.062,-0.04,-0.356,aspartame
aspiriini,-0.042,-0.458,-0.156,aspirin
aspiskyy,-0.124,-0.022,-0.25,asp
assimilaatio,-0.142,-0.244,-0.074,assimilation
aste,0.448,-0.27,0.326,degree
asteikko,-0.38,-0.3,0.154,scale
asteittain,0.166,-0.23,-0.072,gradually
asteittainen,0.142,-0.3,0.018,gradual
astella,0.16,-0.04,-0.072,strut
asteriski,0.082,-0.424,-0.454,asterisk
asteroidi,-0.14,0.442,0.246,asteroid
astia,0.0,-0.098,-0.148,receptacle
astianpesukone,-0.04,-0.408,-0.352,dishwasher
astioidenkerääjä,0.02,-0.094,-0.118,busboy
astma,-0.604,0.098,-0.546,asthma
astmaatikko,-0.542,0.412,-0.412,asthmatic
astraaliruumis,0.208,-0.166,0.134,astral
astrologi,0.188,0.038,0.346,astrologer
astrologia,0.27,-0.32,0.0,astrology
astronautti,0.584,0.202,0.522,astronaut
asu,0.52,-0.02,0.132,outfit
asua,0.312,-0.244,0.112,inhabit
asuinpaikka,0.23,-0.236,0.17,residence
asukas,0.184,-0.346,0.0,resident
asukki,-0.04,-0.104,-0.392,lodger
asumaton,-0.398,-0.54,-0.558,uninhabited
asuminen,0.562,-0.538,0.076,habitation
asumus,0.53,-0.34,-0.038,dwelling
asunnonomistaja,0.27,-0.206,0.924,homeowner
asunnonvaltaaja,-0.22,-0.278,0.13,squatter
asunnoton,-0.916,-0.1,-0.624,homeless
asunto,0.24,-0.396,0.0,abode
asuntoauto,0.146,0.058,-0.036,camper
asuntolaina,-0.49,-0.184,0.074,mortgage
asuntolaiva,0.208,-0.222,-0.142,houseboat
asuntovaunu,0.27,0.118,-0.09,caravan
asuttu,0.334,-0.278,0.02,inhabited
asymptoottinen,-0.042,-0.098,-0.056,asymptotic
ateismi,-0.448,-0.08,-0.038,atheism
ateisti,-0.55,-0.106,-0.246,atheist
ateistinen,-0.254,-0.038,-0.068,atheistic
ateljee,-0.02,-0.34,0.41,atelier
ateria,0.666,-0.078,-0.054,meal
aterimet,0.104,-0.4,-0.31,cutlery
ateroskleroosi,-0.5,-0.04,-0.314,atherosclerosis
atolli,-0.04,-0.184,-0.056,atoll
atomi,0.02,0.0,-0.134,atom
atrium,-0.062,-0.27,-0.054,atrium
auditiivinen,0.062,-0.038,0.14,auditory
auditorio,0.058,-0.02,0.076,auditorium
aukaista,0.084,-0.074,-0.056,untie
aukio,0.38,-0.308,0.058,plaza
aukko,0.334,0.02,0.24,opening
auktorisoitu,0.52,-0.084,0.63,authorized
auktoriteetti,0.184,0.184,0.868,authority
aula,0.25,-0.146,-0.056,lobby
aulius,0.416,0.062,0.4,readiness
aura,0.062,0.12,-0.088,plow
aurattu,0.104,-0.02,-0.29,plowed
auringonhattu,0.184,-0.164,-0.092,echinacea
auringonkukka,0.756,-0.538,-0.46,sunflower
auringonlasku,0.75,-0.538,-0.404,sunset
auringonnousu,0.646,-0.306,0.28,sunrise
auringonpaiste,0.77,-0.406,0.538,sunshine
auringonpolttama,-0.878,0.51,-0.106,sunburn
auringonsäde,0.458,-0.12,0.01,sunbeam
auringonvalo,0.812,-0.186,0.278,sunlight
auringoton,-0.51,-0.44,-0.454,sunless
aurinko,0.754,-0.2,0.362,sun
aurinkoinen,0.48,-0.304,-0.038,sunny
aurinkokello,0.286,-0.55,-0.188,sundial
aurinkolasit,0.688,-0.114,-0.272,sunglasses
aurinkovoide,0.312,-0.226,-0.076,sunscreen
autenttinen,0.77,0.02,0.564,authentic
autio,-0.688,-0.04,-0.572,deserted
autismi,-0.53,0.0,-0.106,autism
autistinen,-0.266,-0.326,-0.192,autistic
autius,-0.854,-0.038,-0.454,desolation
auto,0.506,0.25,0.068,automobile
autoilija,0.124,0.326,0.156,motorist
autokuormallinen,-0.04,-0.1,0.068,truckload
automaatti,0.166,-0.216,-0.06,dispenser
automaattinen,0.124,-0.134,0.328,automatic
automarket,0.438,0.2,0.28,superstore
automatisoitu,0.156,-0.196,0.264,automated
autonkuljettaja,0.0,-0.294,-0.058,chauffeur
autonomia,0.562,-0.302,0.782,autonomy
autonromu,-0.23,-0.176,-0.158,crock
autonrämä,-0.208,-0.128,-0.326,jalopy
autopilotti,0.188,-0.076,0.264,autopilot
autosaattue,0.416,0.46,0.186,motorcade
autotalli,0.062,-0.434,-0.09,garage
auttaa,0.346,-0.058,-0.08,help
auttaja,0.408,-0.124,0.134,helper
auttamaton,-0.74,0.334,0.0,incorrigible
autuas,0.77,0.278,0.352,blissful
autuus,0.632,0.0,0.564,bliss
auvoinen,0.876,0.14,0.538,charmed
avaaja,0.168,0.052,-0.246,opener
avaamaton,0.084,-0.32,-0.47,unopened
avaimenreikä,-0.124,-0.284,-0.288,keyhole
avain,0.23,-0.45,0.038,key
avainsana,0.204,0.04,0.494,keyword
avanne,-0.376,-0.038,-0.34,fistula
avara,0.76,-0.27,0.114,spacious
avarakatseisuus,0.75,-0.588,0.298,tolerance
avaruudellinen,0.208,0.25,0.29,spatial
avaruusalus,0.292,0.396,0.36,spacecraft
avaruuslentäjä,0.376,0.154,0.696,spaceman
avaruusolento,0.02,0.666,0.584,extraterrestrial
avata,0.24,-0.04,0.138,open
avatar,0.266,-0.18,0.134,avatar
avautua,0.224,0.02,0.04,unfold
avioero,-0.916,0.4,-0.23,divorce
avioitua,0.792,0.53,0.346,marry
avioliitto,0.688,0.368,0.5,marriage
aviollinen,0.52,0.058,0.0,marital
aviomies,0.542,0.0,0.31,husband
avionrikkoja,-0.542,0.628,-0.186,adulterer
aviorikos,-0.76,0.844,0.02,adultery
aviosääty,0.7,0.274,0.686,matrimony
avoauto,0.084,0.058,0.434,convertible
avohoitopotilas,-0.48,-0.2,-0.21,outpatient
avoimesti,0.206,-0.224,0.106,openly
avoimuus,0.674,0.122,0.334,openness
avoin,0.416,-0.348,0.214,overt
avojaloin,-0.11,-0.254,-0.518,barefoot
avokado,0.354,-0.49,-0.426,avocado
avoliitto,0.292,0.052,0.196,cohabitation
avomielinen,0.334,-0.302,-0.084,candid
avu,0.594,0.53,0.576,asset
avulias,0.632,-0.326,0.41,helpful
avustaa,0.666,-0.13,0.258,assist
avustaja,0.25,-0.22,0.072,assistant
avustaminen,0.286,0.066,0.138,aiding
avustava,-0.102,-0.116,-0.444,ancillary
avustus,0.346,-0.236,0.182,allowance
avuton,-0.792,-0.16,-0.572,helpless
avuttomuus,-0.826,-0.04,-0.5,helplessness
baari,0.0,0.062,-0.038,bar
baarimikko,0.146,0.396,0.17,bartender
backgammon,0.16,-0.18,-0.22,backgammon
bakteeri,-0.612,0.09,-0.31,bacterium
baletti,0.312,-0.04,-0.284,ballet
balettihame,0.166,-0.448,-0.534,tutu
balladi,0.584,-0.432,-0.152,ballad
ballerina,0.604,0.32,-0.05,ballerina
ballistiikka,-0.458,0.574,0.22,ballistics
ballistinen,-0.48,0.612,0.37,ballistic
balsami,0.326,-0.5,-0.23,balsam
bambu,0.292,-0.556,-0.288,bamboo
banaani,0.224,-0.54,-0.518,banana
bandana,0.124,-0.448,-0.446,bandanna
banderolli,0.042,-0.184,-0.052,banner
bandiitti,-0.812,0.592,0.134,bandit
banjo,-0.062,-0.2,-0.26,banjo
banketti,0.53,0.142,0.2,banquet
barbaari,-0.354,0.792,0.426,barbarian
barbaarinen,-0.53,0.596,0.476,barbaric
barbaria,-0.62,0.63,0.228,barbarism
barbie-nukke,0.458,-0.26,-0.34,barbie doll
bardi,-0.06,-0.18,-0.122,bard
baritoni,0.184,0.058,0.0,baritone
barium,-0.188,-0.294,-0.246,barium
barokki,-0.02,-0.286,-0.164,baroque
barometri,-0.224,-0.454,0.09,barometer
barrakuda,-0.334,0.426,0.02,barracuda
barrikadi,-0.354,0.334,0.346,barricade
basaari,0.208,-0.32,0.0,bazaar
baseball,0.32,0.52,0.126,baseball
baseball-kenttä,0.448,0.388,0.058,ballpark
basilika,0.068,-0.452,-0.382,basil
baskeri,0.084,-0.52,-0.346,beret
basso,-0.146,-0.588,-0.464,bass
bassokitara,0.476,-0.26,-0.412,bass guitar
bassoääni,-0.166,-0.16,-0.122,basso
beagle,0.298,-0.06,-0.21,beagle
beatnikki,-0.142,0.02,-0.236,beatnik
bebop,-0.036,-0.02,-0.284,bebop
beeta,0.42,-0.26,-0.122,beta
beige,-0.02,-0.556,-0.552,beige
benji,0.274,0.09,-0.346,bungee
bensa,-0.164,0.038,0.154,petrol
bensiini,-0.166,0.124,0.038,gasoline
bentseeni,-0.122,-0.082,-0.194,benzene
beryllium,-0.166,-0.176,-0.15,beryllium
bestseller,0.542,0.286,0.4,bestseller
betoni,0.266,-0.16,0.094,concrete
bibliografia,0.244,-0.592,0.056,bibliography
biisoni,0.146,-0.134,0.114,bison
bikarbonaatti,-0.042,-0.326,-0.124,bicarbonate
bikinit,0.46,0.278,-0.294,bikini
biljardi,0.286,0.118,-0.226,billiards
biljoona,0.184,-0.16,0.246,trillion
bimbo,-0.208,-0.26,-0.4,bimbo
bingo,0.47,0.334,-0.142,bingo
binokulaarinen,0.062,-0.312,-0.148,binocular
binomi,0.2,-0.188,-0.148,binomial
bio,0.224,-0.55,-0.02,bio
biokemia,0.104,0.062,0.192,biochemistry
biokemiallinen,-0.266,-0.038,0.236,biochemical
biokemisti,-0.058,-0.102,0.434,biochemist
biologi,0.25,-0.094,0.386,biologist
biologia,-0.042,-0.452,0.092,biology
biologinen,0.18,-0.18,0.23,biological
bioninen,0.142,0.14,0.576,bionic
biopsia,-0.354,0.314,-0.038,biopsy
biosfääri,0.368,-0.298,0.158,biosphere
bipolaarinen,-0.584,0.37,-0.148,bipolar
biseksuaali,-0.124,0.53,-0.082,bisexual
bistro,0.188,-0.056,-0.208,bistro
bitti,-0.146,-0.38,-0.55,bit
bitumi,-0.25,-0.53,-0.386,bitumen
bitumisora,-0.286,-0.396,-0.204,tarmac
blackjack,-0.162,0.358,-0.096,blackjack
bleiseri,0.27,-0.23,-0.166,blazer
blogi,0.278,-0.22,-0.136,blog
blues,-0.062,-0.56,-0.426,blues
bluffi,-0.164,-0.428,-0.246,bluff
boa,-0.49,0.138,0.084,boa
boheemi,0.244,0.0,-0.186,bohemian
boikotoida,-0.776,0.38,0.01,boycott
bonsai,0.428,-0.53,-0.25,bonsai
bonus,0.714,0.24,0.364,bonus
boogie,0.18,0.086,-0.2,boogie
bookkaus,0.416,0.006,0.166,booking
booli,-0.542,0.574,0.216,punch
boori,-0.118,-0.26,-0.25,boron
bordelli,-0.49,0.772,-0.164,brothel
botulismi,-0.416,0.15,-0.228,botulism
bourbon,0.204,-0.02,0.034,bourbon
boysenmarja,0.292,-0.182,-0.05,boysenberry
braatvursti,0.02,-0.02,-0.072,bratwurst
brandy,0.2,0.18,-0.026,brandy
briljantti,0.878,0.15,0.846,brilliant
britti,-0.062,-0.306,-0.17,limey
brokadi,0.0,-0.346,-0.072,brocade
brunssi,-0.188,-0.274,-0.314,brunch
brutaali,-0.756,0.764,0.286,brutal
brändi,0.124,-0.432,0.094,brand
Buddha,0.38,-0.604,0.208,buddha
buddhalainen,0.14,-0.636,-0.038,buddhist
buddhalaisuus,0.02,-0.77,0.346,buddhism
buliiminen,-0.816,0.14,-0.254,bulimic
bulldoggi,-0.012,0.3,0.06,bulldog
bumerangi,0.062,0.25,0.0,boomerang
bungalow,0.124,-0.296,-0.188,bungalow
bunkkeri,-0.25,0.346,0.546,bunker
burleski,-0.346,0.23,-0.314,burlesque
burnout,-0.562,-0.11,-0.52,burnout
burrito,0.376,-0.412,-0.668,burrito
bussi,-0.186,-0.178,-0.2,bus
bussilastillinen,0.122,-0.038,-0.016,busload
butaani,-0.116,-0.034,-0.24,butane
byrokraatti,-0.584,0.038,0.196,bureaucrat
byrokraattinen,-0.44,0.26,0.146,bureaucratic
byrokratia,-0.24,0.156,0.48,bureaucracy
bysanttilainen,0.092,-0.114,-0.016,byzantine
bändi,0.296,0.104,0.05,band
caddie,0.16,-0.06,-0.24,caddy
cappuccino,0.584,-0.442,-0.232,cappuccino
catwalk,0.396,-0.128,-0.072,catwalk
cayennepippuri,0.23,-0.388,-0.29,cayenne
cembalo,0.082,-0.02,-0.124,harpsichord
cha-cha-cha,0.428,0.092,-0.352,cha cha
chardonnay,0.354,0.134,-0.016,chardonnay
cheerleader,0.846,0.492,0.314,cheerleader
cheerleading,0.396,0.538,-0.192,cheerleading
chili,0.184,0.132,-0.134,chili
chinchilla,-0.04,-0.1,-0.428,chinchilla
chutney,-0.082,-0.26,-0.2,chutney
citymaasturi,0.104,-0.138,-0.108,suv
clarino,0.0,-0.114,-0.156,clarion
cocktail,0.48,-0.04,-0.238,cocktail
college,0.4,-0.066,0.492,college
collegepaita,0.02,-0.264,-0.294,sweatshirt
come-back,0.16,-0.182,0.11,comeback
coupe,-0.042,-0.08,-0.036,coupe
cowboy,-0.104,-0.062,-0.042,buckaroo
crescendo,0.52,0.15,0.188,crescendo
croissant,0.49,-0.34,-0.14,croissant
curling,0.166,0.184,-0.2,curling
curry,0.266,-0.31,-0.396,curry
daiquiri,0.34,0.038,-0.2,daiquiri
dakota,0.02,-0.166,-0.152,dak
data,0.0,-0.5,-0.148,data
deaktivoida,-0.53,-0.106,-0.216,deactivate
debytantti,0.542,0.254,-0.092,debutante
debyytti,0.612,0.212,0.258,debut
defaitisti,-0.674,0.134,-0.37,defeatist
defibrillaattori,-0.204,0.326,-0.138,defibrillator
deflaatio,-0.426,0.072,-0.186,deflation
degeneroitunut,-0.862,0.448,-0.472,degenerate
dekaani,0.224,-0.062,0.446,dean
dekadentti,-0.42,0.118,-0.352,decadent
dekoodata,0.102,0.02,0.28,decode
dekooderi,0.124,-0.32,0.372,decoder
delegoida,0.224,-0.018,0.316,delegate
delfiini,0.552,-0.3,-0.172,dolphin
delta,0.102,-0.314,0.018,delta
dementia,-0.816,0.558,-0.326,dementia
demo,0.02,-0.372,-0.154,demo
demografinen,-0.082,-0.288,0.188,demographic
demokraatti,0.164,-0.2,0.51,democrat
demokraattinen,0.604,0.038,0.596,democratic
demokratia,0.36,0.0,0.68,democracy
demoni,-0.926,0.816,0.018,demon
demoninen,-0.708,0.75,0.2,demonic
denimi,0.04,-0.236,-0.346,denim
deodorantti,-0.04,-0.47,-0.462,deodorant
depressiivinen,-0.714,-0.132,-0.596,depressive
design,0.592,-0.346,0.264,design
desimaaliluku,0.014,-0.482,-0.39,decimal
desimetri,0.04,-0.416,-0.246,decimeter
desinfioida,-0.104,-0.224,0.296,disinfect
desinfiointi,0.034,0.112,-0.054,disinfection
desinfiointiaine,0.062,-0.142,-0.08,disinfectant
desperado,-0.48,0.49,-0.278,desperado
devalvoitu,-0.358,-0.076,-0.576,devalued
dia,0.23,-0.13,-0.136,slide
diabeetikko,-0.75,-0.462,-0.526,diabetic
diabetes,-0.898,-0.056,-0.442,diabetes
diagnoosi,0.142,0.0,0.638,diagnosis
diagnosoida,-0.244,0.04,0.428,diagnose
diagnostiikka,0.08,-0.12,0.5,diagnostics
diagnostinen,-0.166,-0.034,0.27,diagnostic
diagonaalinen,0.0,-0.314,-0.18,diagonal
diakoni,0.062,-0.14,0.472,deacon
dialektiikka,0.02,0.08,0.276,dialectic
dialyysi,-0.612,0.134,-0.186,dialysis
didaktinen,0.29,-0.04,0.346,didactic
diesel,-0.02,-0.346,-0.104,diesel
diffuusio,-0.288,0.23,0.034,diffusion
digitaalinen,0.48,-0.236,0.058,digital
diiva,0.32,0.314,0.192,diva
dikotominen,-0.27,-0.096,0.076,dichotomous
diktaattori,-0.854,0.52,0.724,dictator
diktatorinen,-0.592,0.54,0.68,dictatorial
diktatuuri,-0.836,0.612,0.568,dictatorship
dildo,0.072,0.174,-0.018,dildo
dilemma,-0.694,0.18,-0.14,dilemma
dingo,0.216,-0.056,-0.308,dingo
dinosaurus,-0.104,0.26,0.192,dinosaur
dioksidi,-0.292,-0.134,-0.088,dioxide
dipata,0.032,0.166,-0.206,dip
diplomaatti,0.126,-0.476,0.736,diplomat
diplomaattinen,0.306,-0.274,0.836,diplomatic
diplomatia,0.48,-0.208,0.548,diplomacy
direktiivi,0.208,0.06,0.836,directive
disinvestointi,-0.396,0.018,-0.236,divestment
diskata,-0.584,0.19,-0.466,disqualify
disko,0.42,0.612,0.15,disco
dissosiaatio,-0.73,0.11,-0.058,dissociation
dissosiatiivinen,-0.438,0.23,-0.206,dissociative
distaalinen,-0.18,-0.198,-0.124,distal
divaani,0.5,-0.596,-0.476,divan
dogmaattinen,-0.104,0.04,0.308,dogmatic
dogmi,0.06,-0.08,0.438,dogma
dokumentointi,0.438,-0.42,0.334,documentation
dokumenttielokuva,0.244,-0.574,0.192,documentary
dollari,0.51,0.264,0.388,dollar
domino,0.188,0.02,-0.054,domino
dominoida,-0.122,0.628,0.906,dominate
dominoiva,-0.354,0.666,0.722,overbearing
donitsi,0.326,-0.24,-0.442,doughnut
dopamiini,0.096,-0.062,-0.148,dopamine
draama,-0.14,0.51,-0.038,drama
draamakuningatar,-0.326,0.364,-0.036,dramaqueen
dramaattinen,-0.266,0.56,-0.114,dramatic
druidi,0.034,-0.11,-0.038,druid
dualismi,-0.02,-0.188,0.072,dualism
dubata,0.02,-0.04,-0.226,dub
dubletti,-0.16,-0.138,0.0,doublet
duetto,0.388,0.386,0.054,duet
duffeli,0.0,-0.2,-0.232,duffel
duo,0.02,0.0,-0.106,duo
durra,-0.062,-0.284,-0.16,sorghum
dynaaminen,0.448,0.5,0.672,dynamic
dynamiikka,0.49,0.364,0.548,dynamics
dynamiitti,-0.312,0.72,0.566,dynamite
dynamo,0.062,0.3,0.186,dynamo
dynastia,0.45,0.176,0.872,dynasty
dyyni,-0.082,-0.654,-0.172,dune
edelleen,0.334,0.076,0.482,onward
edelleenlähetys,0.166,0.074,0.02,forwarding
edellinen,0.042,-0.326,-0.304,previous
edellyttää,0.156,0.208,0.032,necessitate
edellytys,-0.104,-0.152,-0.036,prerequisite
edellä,0.0,-0.326,-0.236,afore
edelläkävijä,0.388,0.08,0.686,forerunner
edeltäjä,0.27,-0.17,0.186,predecessor
edeltävä,-0.088,-0.116,0.326,preceding
edeltää,0.23,0.132,0.104,precede
edesauttaminen,0.396,-0.118,0.454,furtherance
edessäpäin,0.416,0.04,0.346,ahead
edetä,0.458,0.26,0.13,proceed
edistyminen,0.76,0.284,0.754,progress
edistäminen,0.812,0.51,0.538,promotion
edistävä,0.55,-0.042,0.358,conducive
edistää,0.66,0.192,0.706,promote
editoida,0.02,-0.18,0.088,edit
editointi,0.208,-0.192,-0.014,editing
edullinen,0.68,-0.204,-0.014,affordable
edunsaaja,0.552,-0.202,0.232,beneficiary
edunvalvoja,0.062,-0.116,0.316,trustee
eduskunta,0.146,0.08,0.716,parliament
edustaja,0.408,-0.268,0.388,representative
edustaminen,0.592,-0.072,0.666,representing
edustettu,0.448,-0.112,0.376,represented
edustus,0.354,0.084,0.5,representation
eebenpuu,-0.02,-0.366,-0.2,ebony
eekkeri,0.166,-0.226,-0.154,acre
eeppinen,0.714,0.426,0.66,epic
eetteri,-0.02,-0.388,-0.176,ether
eettinen,0.708,-0.352,0.268,ethical
ego,-0.344,0.152,0.186,ego
ehdokas,0.324,0.25,0.53,nominee
ehdokkuus,-0.02,0.314,0.392,candidacy
ehdollinen,0.042,-0.314,0.112,conditional
ehdollisesti,-0.208,-0.162,0.234,conditionally
ehdonalaisuusaika,-0.224,0.24,0.052,parole
ehdoton,0.52,-0.014,0.43,unconditional
ehdottaa,0.146,-0.058,0.034,suggest
ehdottaminen,0.326,0.274,0.392,nomination
ehdotus,0.292,-0.27,0.116,suggestion
eheys,0.73,-0.174,0.696,integrity
ehjä,0.1,-0.552,0.204,unbroken
ehkäisevä,0.286,-0.224,0.314,preventive
ehkäistä,0.27,-0.038,0.15,prevent
ehkäisy,-0.408,0.036,0.05,contraception
ehto,-0.164,-0.188,0.138,proviso
ehtyminen,-0.694,-0.26,-0.528,depletion
ehtymätön,0.204,0.082,0.286,inexhaustible
eilen,0.0,-0.428,-0.494,yesterday
ei-tervetullut,-0.77,-0.04,-0.462,unwelcome
ei-toivottu,-0.646,0.092,-0.59,unwanted
eittämätön,-0.062,-0.1,0.686,unquestionable
ei-ääni,-0.312,-0.42,-0.35,nay
eklektinen,0.292,0.084,0.016,eclectic
ekologinen,0.77,-0.42,0.214,ecological
ekosysteemi,0.458,-0.482,0.266,ecosystem
eksakti,0.438,-0.292,0.37,exact
eksegeesi,-0.084,-0.056,-0.018,exegesis
eksentrinen,0.062,0.612,0.442,eccentric
eksentrisyys,-0.184,0.47,0.49,eccentricity
eksistentiaalinen,0.166,0.02,0.276,existential
eksoottinen,0.68,0.422,0.454,exotic
ekstaasi,0.592,0.844,0.31,ecstasy
eksyksissä,-0.804,0.352,-0.384,astray
eksynyt,-0.546,0.286,-0.546,disoriented
eksyä,-0.458,0.25,-0.178,digress
ekumeeninen,0.122,-0.1,0.094,ecumenical
ekvaattori,0.1,-0.396,-0.076,equator
elatusapu,0.224,-0.046,-0.072,alimony
ele,0.334,-0.038,-0.146,gesture
eleganssi,0.836,-0.208,0.648,elegance
elegantti,0.73,0.0,0.37,elegant
elektroni,0.04,-0.09,0.12,electron
elektroniikka,0.416,0.09,0.148,electronics
elektroninen,0.142,-0.02,0.408,electronic
elementti,0.062,-0.482,-0.038,element
eliitti,0.376,0.408,0.474,elite
eliksiiri,0.416,0.174,0.208,elixir
elimensiirto,0.062,0.388,0.22,transplantation
elimet,-0.188,-0.156,-0.322,tract
eliminoida,-0.47,0.34,-0.352,eliminate
eliminointi,-0.896,0.334,-0.138,elimination
elinehto,0.346,0.38,0.416,lifeblood
elinikä,0.632,0.118,0.472,lifetime
elinikäinen,0.646,-0.34,0.28,lifelong
elinkautisvanki,-0.146,0.038,-0.204,lifer
elinkeino,0.396,-0.038,0.442,livelihood
elinkeinonharjoittaja,0.062,-0.138,0.328,tradesman
elinkelpoisuus,0.552,0.0,0.368,viability
elinkorko,0.042,-0.392,0.054,annuity
elinpiiri,0.266,-0.314,0.106,habitat
elintärkeä,0.5,0.432,0.694,vital
elinvoima,0.72,0.51,0.622,vigor
elinvoimaisuus,0.846,0.13,0.738,vitality
elinympäristö,0.292,-0.612,0.056,environment
elitistinen,0.0,0.212,0.312,elitist
ellipsi,0.306,-0.284,-0.372,ellipsis
ellipsoidi,0.0,-0.12,-0.162,ellipsoid
elliptinen,0.0,-0.138,0.056,elliptic
elohopea,-0.326,-0.376,-0.05,mercury
eloisa,0.708,0.174,0.468,spirited
eloisuus,0.124,-0.266,0.0,elan
elokuu,0.304,-0.416,-0.076,august
elokuva,0.584,0.12,-0.058,movie
elokuvaaja,0.584,-0.09,0.422,cinematographer
elokuvamainen,0.326,-0.02,0.2,cinematic
elokuvantekijä,0.408,0.02,0.27,filmmaker
elokuvateatteri,0.396,0.076,0.0,cinema
elokuvaus,0.562,0.142,0.25,cinematography
elonkorjaaja,-0.32,0.13,-0.072,reaper
eloonjääminen,0.082,0.596,0.758,survival
eloonjäänyt,0.292,0.672,0.442,surviving
elossa,0.632,0.274,0.462,alive
eloton,-0.916,-0.334,-0.674,lifeless
elpyminen,0.646,0.328,0.194,revival
eltaantunut,-0.688,-0.098,-0.572,rancid
elukka,0.084,0.078,-0.036,critter
elvyttää,0.062,0.392,0.636,resuscitate
elvytys,0.506,0.536,0.59,resuscitation
eläimellinen,-0.48,0.522,0.348,bestial
eläimistö,0.292,-0.308,-0.192,fauna
eläin,0.042,0.02,0.026,animal
eläinlääketieteellinen,0.312,-0.1,0.206,veterinary
eläinlääkäri,0.164,-0.164,0.084,veterinarian
eläinnäyttely,0.146,-0.04,0.076,menagerie
eläinrata,0.188,-0.142,-0.148,zodiac
eläinrotu,-0.02,-0.118,0.156,breed
eläintarha,0.52,0.04,0.16,zoo
eläintiede,0.136,-0.306,0.018,zoology
eläintieteellinen,0.334,-0.084,-0.016,zoological
eläke,0.25,-0.182,-0.188,pension
eläkeläinen,-0.12,-0.51,-0.116,pensioner
eläkkeellä,-0.46,-0.482,-0.398,retired
eläköityminen,-0.5,-0.352,-0.49,retirement
eläköityä,-0.204,-0.216,-0.628,retire
eläköön,0.68,0.134,0.288,viva
elämä,0.836,0.23,0.648,life
elämäkerta,0.396,-0.542,0.436,biography
elämänkumppani,0.346,-0.396,0.172,partner
elämänohje,0.75,0.124,0.774,maxim
elämäntapa,0.5,-0.056,0.29,lifestyle
elämäntehtävä,0.53,0.266,0.74,mission
elättäjä,0.502,-0.012,0.5,provider
elättää,0.27,-0.284,0.186,sustain
elävä,0.73,0.216,0.454,living
elävöittää,0.666,0.366,0.404,enliven
eläytyä,0.604,0.182,0.32,empathize
elää,0.76,0.346,0.352,live
emali,0.188,-0.44,-0.388,enamel
emansipaatio,0.408,0.368,0.526,emancipation
emeritus,0.266,-0.196,0.47,emeritus
emetofobia,-0.514,0.24,-0.194,emetophobia
emiiri,0.02,-0.208,0.242,emir
empaattinen,0.52,0.14,0.116,empathic
empatia,0.458,-0.302,0.09,empathy
empiirinen,0.0,0.02,0.148,empirical
empirismi,0.166,-0.08,0.094,empiricism
empivä,-0.47,0.056,-0.52,hesitating
emu,-0.16,-0.284,-0.34,emu
emulsio,0.124,-0.138,-0.094,emulsion
emäntä,0.584,0.208,0.376,hostess
emätin,0.102,0.74,0.0,vagina
enchilada,0.084,0.106,-0.258,enchilada
encore,0.02,-0.154,0.0,encore
endokardiitti,-0.53,0.174,-0.176,endocarditis
enemmistö,0.368,0.12,0.86,majority
energia,0.888,0.45,0.736,energy
energinen,0.694,0.736,0.804,energetic
enimmäismäärä,0.448,0.448,0.704,maximum
enkeli,0.812,-0.684,0.408,angel
enkelimäinen,0.854,-0.404,0.336,angelic
ennakkkosuunnitelma,0.53,-0.018,0.16,forethought
ennakkoaavistus,-0.122,0.412,0.272,foreboding
ennakkoasenne,-0.2,-0.26,0.082,bias
ennakkoluulo,-0.78,0.226,-0.186,prejudice
